label,content,content_de
surprise,You a true friend!,Du bist ein wahrer Freund!
sadness,"But this beautiful queen fell ill, and when she felt that her end drew near she called the king to her and said, ""Promise me that you will never marry again, unless you meet with a wife who is as beautiful as I am, and who has golden hair like mine.""","Aber diese schöne Königin wurde krank, und als sie fühlte, dass ihr Ende nahte, rief sie den König zu sich und sagte: „Versprich mir, dass du nie wieder heiraten wirst, es sei denn, du triffst eine Frau, die so schön ist wie ich, und wer hat goldenes Haar wie ich."""
sadness,"Then when the king in his grief promised all she asked, she shut her eyes and died.","Dann, als der König in seinem Kummer alles versprach, was sie verlangte, schloss sie ihre Augen und starb."
sadness,"But the king was not to be comforted, and for a long time never thought of taking another wife.","Aber der König ließ sich nicht trösten und dachte lange Zeit nicht daran, sich eine andere Frau zu nehmen."
surprise,"When the courtiers heard this they were shocked, and said, ""Heaven forbid that a father should marry his daughter!","Als die Höflinge dies hörten, waren sie schockiert und sagten: „Der Himmel bewahre, dass ein Vater seine Tochter heiratet!"
surprise,"And his daughter was also shocked, but hoped the king would soon give up such thoughts; so she said to him, ""Before I marry anyone I must have three dresses: one must be of gold, like the sun; another must be of shining silver, like the moon; and a third must be dazzling as the stars: besides this, I want a mantle of a thousand different kinds of fur put together, to which every beast in the kingdom must give a part of his skin.""","Und auch seine Tochter war schockiert, hoffte aber, dass der König solche Gedanken bald aufgeben würde; Deshalb sagte sie zu ihm: „Bevor ich jemanden heirate, muss ich drei Kleider haben: eines muss aus Gold sein wie die Sonne; ein anderes muss aus glänzendem Silber sein wie der Mond; und ein drittes muss blendend sein wie die Sterne: außerdem , ich möchte einen Mantel aus tausend verschiedenen Pelzarten zusammensetzen, dem jedes Tier im Königreich einen Teil seiner Haut geben muss."
fear,"Then she threw herself upon Heaven for help in her need, and went away, and journeyed on the whole night, till at last she came to a large wood.","Dann warf sie sich in ihrer Not um Hilfe in den Himmel und ging fort und wanderte die ganze Nacht weiter, bis sie schließlich zu einem großen Wald kam."
surprise,"""Look sharp!"" said the king to the huntsmen, ""and see what sort of game lies there.""","""Schau scharf!"" sagte der König zu den Jägern, ""und seht, was für Wild da liegt."""
surprise,"And the huntsmen went up to the tree, and when they came back again said, ""In the hollow tree there lies a most wonderful beast, such as we never saw before; its skin seems to be of a thousand kinds of fur, but there it lies fast asleep.""","Und die Jäger gingen zu dem Baum, und als sie wieder zurückkamen, sagten sie: „In dem hohlen Baum liegt ein wunderbarstes Tier, wie wir es noch nie gesehen haben; seine Haut scheint aus tausend Arten von Fell zu sein, aber da es schläft fest."""
fear,"So the huntsmen took it up, and the maiden awoke and was greatly frightened, and said, ""I am a poor child that has neither father nor mother left; have pity on me and take me with you.""","Da nahmen es die Jäger, und das Mädchen erwachte und erschrak sehr und sprach: ""Ich bin ein armes Kind, das weder Vater noch Mutter hat; erbarme dich meiner und nimm mich mit."""
sadness,Thus Cat-skin lived for a long time very sorrowfully.,So lebte Katzenfell lange sehr traurig.
joy,"But the king came up to her, and held out his hand and danced with her; and he thought in his heart, ""I never saw any one half so beautiful.""","Aber der König kam zu ihr und streckte seine Hand aus und tanzte mit ihr; und er dachte in seinem Herzen: ""Ich habe noch nie eine halb so schöne gesehen."""
joy,"When the dance was over, the king ordered his soup to be brought in; and it pleased him so well, that he thought he had never tasted any so good before.","Als der Tanz zu Ende war, befahl der König, seine Suppe hereinzubringen; und es gefiel ihm so gut, dass er dachte, er hätte noch nie so gut geschmeckt."
fear,"The cook was frightened when he heard the order, and said to Cat-skin, ""You must have let a hair fall into the soup; if it be so, you will have a good beating.""","Der Koch erschrak, als er den Befehl hörte, und sagte zu Katzenhaut: ""Du musst ein Haar in die Suppe fallen lassen; wenn es so ist, wirst du eine gute Prügel bekommen."""
joy,"Then she ran to her little cabin, washed herself quickly, and took her dress out which was silvery as the moon, and put it on; and when she went in, looking like a king""s daughter, the king went up to her, and rejoiced at seeing her again, and when the dance began he danced with her.","Dann lief sie in ihr Häuschen, wusch sich schnell und zog ihr Kleid aus, das silbrig wie der Mond war, und zog es an; und als sie eintrat und aussah wie eine Königstochter, ging der König auf sie zu und freute sich, sie wiederzusehen, und als der Tanz begann, tanzte er mit ihr."
joy,"Whilst the cook was above stairs, she got the golden necklace and dropped it into the soup; then it was brought to the king, who ate it, and it pleased him as well as before; so he sent for the cook, who was again forced to tell him that Cat-skin had cooked it.","Während die Köchin über der Treppe war, holte sie die goldene Halskette und ließ sie in die Suppe fallen; dann wurde es zum König gebracht, der es aß, und es gefiel ihm so gut wie zuvor; Also schickte er nach dem Koch, der ihm erneut sagen musste, dass Katzenhaut es gekocht hatte."
joy,"Then she put on her dress which sparkled like the stars, and went into the ball-room in it; and the king danced with her again, and thought she had never looked so beautiful as she did then.","Dann zog sie ihr Kleid an, das wie die Sterne funkelte, und ging darin in den Ballsaal; und der König tanzte wieder mit ihr und dachte, sie habe noch nie so schön ausgesehen wie damals."
joy,"But the king said, ""You are my beloved bride, and we will never more be parted from each other.""","Aber der König sagte: ""Du bist meine geliebte Braut, und wir werden nie mehr voneinander getrennt sein."""
joy,"And the wedding feast was held, and a merry day it was, as ever was heard of or seen in that country, or indeed in any other.","Und das Hochzeitsfest wurde abgehalten, und es war ein fröhlicher Tag, wie es in diesem Land oder in jedem anderen Land jemals gehört oder gesehen wurde."
sadness,"Then said the maid: ""What a clever Elsie we have!"" and sat down beside her and began loudly to weep over the misfortune.","Da sagte die Magd: ""Was haben wir für eine schlaue Elsie!"" und setzte sich neben sie und begann laut über das Unglück zu weinen."
sadness,"The boy went down, and there sat Clever Elsie and the girl both weeping together.","Der Junge ging hinunter, und da saßen Clever Elsie und das Mädchen, die beide zusammen weinten."
sadness,"Then said the boy: ""What a clever Elsie we have!"" and sat down by her, and likewise began to howl loudly.","Da sagte der Junge: ""Was haben wir für eine schlaue Elsie!"" und setzte sich neben sie und begann ebenfalls laut zu heulen."
sadness,"Then said the mother likewise: ""What a clever Elsie we have!"" and sat down and wept with them.","Da sagte die Mutter ebenfalls: ""Was haben wir für eine schlaue Elsie!"" und setzte sich und weinte mit ihnen."
sadness,"But when he got into the cellar, and they were all sitting together crying, and he heard the reason, and that Elsie""s child was the cause, and the Elsie might perhaps bring one into the world some day, and that he might be killed by the pick-axe, if he should happen to be sitting beneath it, drawing beer just at the very time when it fell down, he cried: ""Oh, what a clever Elsie!"" and sat down, and likewise wept with them.","Aber als er in den Keller kam, und sie saßen alle weinend zusammen, und er hörte den Grund, und dass Elsies Kind die Ursache war, und die Else vielleicht eines Tages einen auf die Welt bringen würde, und das könnte er sein von der Spitzhacke getötet, wenn er gerade darunter saß und Bier zapfte, rief er: „Oh, was für eine kluge Elsie!“ und setzte sich und weinte ebenfalls mit ihnen ."
joy,"There was once a cook named Gretel, who wore shoes with red heels, and when she walked out with them on, she turned herself this way and that, was quite happy and thought: ""You certainly are a pretty girl!""","Es war einmal eine Köchin namens Gretel, die trug Schuhe mit roten Absätzen, und als sie damit rausging, drehte sie sich hin und her, war ganz glücklich und dachte: ""Du bist doch ein hübsches Mädchen!"""
joy,"And when she came home she drank, in her gladness of heart, a draught of wine, and as wine excites a desire to eat, she tasted the best of whatever she was cooking until she was satisfied, and said: ""The cook must know what the food is like.""","Und als sie nach Hause kam, trank sie in ihrer Freude des Herzens einen Schluck Wein, und wie Wein die Lust auf Essen weckt, kostete sie das Beste von allem, was sie kochte, bis sie satt war, und sagte: „Die Köchin muss es wissen wie das Essen ist."""
sadness,"Then Gretel called out to her master: ""If the guest does not come, I must take the fowls away from the fire, but it will be a sin and a shame if they are not eaten the moment they are at their juiciest.""","Da rief Gretel ihrem Herrn zu: „Wenn der Gast nicht kommt, muss ich die Hühner vom Feuer nehmen, aber es ist eine Sünde und eine Schande, wenn sie nicht im saftigsten Moment gegessen werden.“"
joy,"She ran down, set a jug, said: ""God bless it for you, Gretel,"" and took a good drink, and thought that wine should flow on, and should not be interrupted, and took yet another hearty draught.","Sie lief hinunter, stellte einen Krug hin, sagte: »Gott segne dich, Gretel«, und trank gut und dachte, der Wein soll weiterfließen und nicht unterbrochen werden, und nahm noch einen kräftigen Schluck."
joy,"Then she went and put the fowls down again to the fire, basted them, and drove the spit merrily round.","Dann ging sie und legte die Hühner wieder ins Feuer, begoss sie und drehte den Spieß lustig herum."
joy,"She touched it with her finger, and said: ""Ah! how good fowls are!","Sie berührte es mit ihrem Finger und sagte: „Ach, wie gut sind die Vögel!"
sadness,"It certainly is a sin and a shame that they are not eaten at the right time!""","Es ist sicherlich eine Sünde und eine Schande, dass sie nicht zur rechten Zeit gegessen werden!"""
joy,"So she cut it off, ate it, and enjoyed it, and when she had done, she thought: ""The other must go down too, or else master will observe that something is missing.""","Also schnitt sie es ab, aß es und genoss es, und als sie fertig war, dachte sie: ""Das andere muss auch runter, sonst merkt der Meister, dass etwas fehlt."""
joy,"Then she said: ""Well, Gretel, enjoy yourself, one fowl has been cut into, take another drink, and eat it up entirely; when it is eaten you will have some peace, why should God""s good gifts be spoilt?""","Da sagte sie: „Nun, Gretel, genieße es, ein Geflügel ist angeschnitten, trink noch eins und iss es ganz auf; wenn es gegessen ist, wirst du etwas Ruhe haben, warum sollen Gottes Gaben verdorben sein?“"
joy,"So she ran into the cellar again, took an enormous drink and ate up the one chicken in great glee.","Also rannte sie wieder in den Keller, nahm einen gewaltigen Schluck und aß das eine Hähnchen in großer Freude auf."
fear,"The guest heard the sharpening, and hurried down the steps again as fast as he could.",Der Gast hörte das Schärfen und eilte so schnell er konnte die Stufen wieder hinunter.
surprise,"""Why, Gretel?","„Warum, Gretel?"
surprise,"What do you mean by that?""","Was meinst du damit?"""
sadness,"""That""s a nice trick!"" said her master, and lamented the fine chickens.",„Das ist ein netter Trick!“ sagte ihr Herr und beklagte die feinen Hühner.
sadness,"""If he had but left me one, so that something remained for me to eat.""","""Hätte er mir nur eins hinterlassen, damit mir etwas zu essen übrigbleibe."""
fear,"The guest, however, thought no otherwise than that he was to give up one of his ears, and ran as if fire were burning under him, in order to take them both with him.","Der Gast aber dachte nichts anderes, als daß er eines seiner Ohren hergeben sollte, und lief, als brenne Feuer unter ihm, um sie beide mit sich zu nehmen."
fear,"The servant, however, thought he intended by that to say: ""That is the first thief,"" and as he actually was so, he was terrified, and said to his comrade outside: ""The doctor knows all: we shall fare ill, he said I was the first.""","Der Diener aber meinte damit sagen zu wollen: „Das ist der erste Dieb“, und da er es wirklich war, erschrak er und sagte zu seinem Kameraden draußen: „Der Arzt weiß alles: uns wird es schlecht ergehen, er sagte, ich sei der erste."""
fear,"The second did not want to go in at all, but was forced.","Der zweite wollte gar nicht rein, sondern wurde gezwungen."
fear,"This servant was equally alarmed, and he got out as fast as he could.",Dieser Diener war ebenso erschrocken und stieg so schnell er konnte aus.
fear,"On this the servants looked terribly uneasy, and made a sign to the doctor that they wished him to step outside for a moment.","Darauf sahen die Dienerinnen schrecklich unruhig aus und machten dem Arzt ein Zeichen, dass sie ihn für einen Augenblick hinaustreten lassen wollten."
fear,"Then the fellow in the stove thought that the doctor meant him, and full of terror, sprang out, crying: ""That man knows everything!""","Da dachte der Bursche im Ofen, der Doktor meinte ihn, und sprang voller Entsetzen heraus und rief: ""Der Mann weiß alles!"""
sadness,"""She is sitting in her room, Moaning in her gloom, Weeping her little eyes quite red, Because old Mr Fox is dead.""","""Sie sitzt in ihrem Zimmer, stöhnt in ihrer Dunkelheit, weint ihre kleinen Augen ganz rot, weil der alte Mr. Fox tot ist."""
joy,"So when Frederick and Catherine came down, there they found all their money safe and sound.","Als Frederick und Catherine herunterkamen, fanden sie ihr ganzes Geld sicher und gesund vor."
fear,"Last night, old Sanna carried so many buckets of water into the house that I asked her why she was doing that, and she said that if I would promise not to tell anyone, and she said that early tomorrow morning when father was out hunting, she would set the kettle full of water, throw you into it and boil you; but we will get up quickly, dress ourselves, and go away together.""","Letzte Nacht trug die alte Sanna so viele Eimer Wasser ins Haus, dass ich sie fragte, warum sie das mache, und sie sagte, wenn ich versprechen würde, es niemandem zu erzählen, und sie sagte, dass morgen früh, als Vater auf der Jagd war, sie stellte den Kessel voll Wasser, warf dich hinein und kochte dich; aber wir werden schnell aufstehen, uns anziehen und zusammen fortgehen.“"
joy,"Then the children went home together, and were heartily delighted, and if they have not died, they are living still.","Dann gingen die Kinder zusammen nach Hause und freuten sich von Herzen, und wenn sie nicht gestorben sind, leben sie noch."
sadness,"He had little to bite and to break, and once when great dearth fell on the land, he could no longer procure even daily bread.","Er hatte wenig zu beißen und zu brechen, und als einmal große Not über das Land kam, konnte er sich nicht einmal mehr das tägliche Brot verschaffen."
sadness,"Now when he thought over this by night in his bed, and tossed about in his anxiety, he groaned and said to his wife: ""What is to become of us?","Als er nun nachts in seinem Bett darüber nachdachte und sich in seiner Angst hin und her wälzte, stöhnte er und sagte zu seiner Frau: „Was soll aus uns werden?"
sadness,"How are we to feed our poor children, when we no longer have anything even for ourselves?""","Wie sollen wir unsere armen Kinder ernähren, wenn wir selbst nichts mehr haben?"
sadness,"""But I feel very sorry for the poor children, all the same,"" said the man.","„Aber die armen Kinder tun mir trotzdem sehr leid“, sagte der Mann."
sadness,"Gretel wept bitter tears, and said to Hansel: ""Now all is over with us.""","Gretel weinte bittere Tränen und sagte zu Hänsel: ""Nun ist alles aus mit uns."""
sadness,"Gretel began to cry and said: ""How are we to get out of the forest now?""","Gretel fing an zu weinen und sagte: ""Wie kommen wir jetzt aus dem Wald heraus?"""
joy,"The father, however, rejoiced, for it had cut him to the heart to leave them behind alone.","Der Vater jedoch freute sich, denn es hatte ihn ins Herz getroffen, sie allein zurückzulassen."
sadness,"The man""s heart was heavy, and he thought: ""It would be better for you to share the last mouthful with your children.""","Das Herz des Mannes war schwer, und er dachte: ""Es wäre besser für Sie, den letzten Bissen mit Ihren Kindern zu teilen."""
surprise,"And when its song was over, it spread its wings and flew away before them, and they followed it until they reached a little house, on the roof of which it alighted; and when they approached the little house they saw that it was built of bread and covered with cakes, but that the windows were of clear sugar.","Und als sein Lied zu Ende war, breitete es seine Flügel aus und flog vor ihnen davon, und sie folgten ihm, bis sie ein kleines Haus erreichten, auf dessen Dach es landete; und als sie sich dem kleinen Haus näherten, sahen sie, dass es aus Brot gebaut und mit Kuchen bedeckt war, aber dass die Fenster aus klarem Zucker waren."
fear,Hansel and Gretel were so terribly frightened that they let fall what they had in their hands.,"Hänsel und Gretel erschraken so sehr, dass sie das, was sie in der Hand hatten, fallen ließen."
joy,"Afterwards two pretty little beds were covered with clean white linen, and Hansel and Gretel lay down in them, and thought they were in heaven.","Danach wurden zwei hübsche Bettchen mit reinem weißen Leinen bezogen, und Hänsel und Gretel legten sich hinein und dachten, sie seien im Himmel."
fear,"Scream as he might, it would not help him.","Schreien, wie er könnte, es würde ihm nicht helfen."
sadness,"""Dear God, do help us,"" she cried.","„Lieber Gott, hilf uns doch“, rief sie."
sadness,"""If the wild beasts in the forest had but devoured us, we should at any rate have died together.""","""Wenn die wilden Tiere im Wald uns nur gefressen hätten, wären wir auf jeden Fall zusammen gestorben."""
surprise,"Then Gretel gave her a push that drove her far into it, and shut the iron door, and fastened the bolt.","Da gab ihr Gretel einen Stoß, der sie weit hineintrieb, und schloß die Eisentür und zog den Riegel zu."
joy,"How they did rejoice and embrace each other, and dance about and kiss each other!",Wie sie sich freuten und einander umarmten und herumtanzten und einander küssten!
joy,"Then they began to run, rushed into the parlour, and threw themselves round their father""s neck.","Dann fingen sie an zu laufen, stürzten in die Stube und warfen sich um den Hals ihres Vaters."
joy,"Then all anxiety was at an end, and they lived together in perfect happiness.","Dann hatte alle Angst ein Ende, und sie lebten in vollkommenem Glück zusammen."
joy,"Hans was delighted as he sat on the horse, drew himself up, squared his elbows, turned out his toes, cracked his whip, and rode merrily off, one minute whistling a merry tune, and another singing,","Hans war entzückt, als er auf dem Pferd saß, sich aufrichtete, die Ellbogen durchstreckte, die Zehen ausstellte, mit der Peitsche knallte und fröhlich davonritt, eine Minute ein fröhliches Lied pfeifend und eine andere singend,"
joy,"""No care and no sorrow, A fig for the morrow!","""Keine Sorge und kein Kummer, Eine Feige für den Morgen!"
joy,"We""ll laugh and be merry, Sing neigh down derry!""","Wir werden lachen und fröhlich sein, singen wiehern Derry!“"
surprise,"Away went the horse full gallop; and before Hans knew what he was about, he was thrown off, and lay on his back by the road-side.","Fort ging das Pferd im vollen Galopp; und bevor Hans wusste, was er vorhatte, wurde er abgeworfen und lag auf dem Rücken am Straßenrand."
joy,"""Well,"" said the shepherd, ""if you are so fond of her, I will change my cow for your horse; I like to do good to my neighbours, even though I lose by it myself.""","""Nun"", sagte der Schäfer, ""wenn sie dir so lieb ist, werde ich meine Kuh gegen dein Pferd tauschen; ich tue meinen Nachbarn gern Gutes, auch wenn ich dabei selbst verliere."""
joy,"""What a noble heart that good man has!"" thought he.","""Was für ein edles Herz dieser gute Mann hat!"" dachte er."
joy,"Hans brushed his coat, wiped his face and hands, rested a while, and then drove off his cow quietly, and thought his bargain a very lucky one.","Hans bürstete seinen Mantel, wischte sich Gesicht und Hände ab, ruhte sich eine Weile aus und fuhr dann ruhig von seiner Kuh weg und hielt seinen Handel für sehr glücklich."
joy,"""If I have only a piece of bread (and I certainly shall always be able to get that), I can, whenever I like, eat my butter and cheese with it; and when I am thirsty I can milk my cow and drink the milk: and what can I wish for more?""","„Wenn ich nur ein Stück Brot habe (und das werde ich sicher immer bekommen können), kann ich, wann immer ich will, meine Butter und meinen Käse dazu essen; und wenn ich Durst habe, kann ich meine Kuh melken und das trinken Milch: und was kann ich mir mehr wünschen?"""
surprise,"While he was trying his luck in milking, and managing the matter very clumsily, the uneasy beast began to think him very troublesome; and at last gave him such a kick on the head as knocked him down; and there he lay a long while senseless.","Während er sein Glück beim Melken versuchte und die Sache sehr unbeholfen bewältigte, fing das unruhige Tier an, ihn für sehr lästig zu halten; und gab ihm schließlich einen solchen Tritt auf den Kopf, dass er niedergeschlagen wurde; und da lag er lange sinnlos."
joy,"""Heaven reward you for your kindness and self-denial!"" said Hans, as he gave the butcher the cow; and taking the pig off the wheel-barrow, drove it away, holding it by the string that was tied to its leg.","""Der Himmel belohnt dich für deine Freundlichkeit und Selbstverleugnung!"" sagte Hans, als er dem Metzger die Kuh gab; und nahm das Schwein von der Schubkarre, trieb es weg und hielt es an der Schnur, die an seinem Bein festgebunden war."
joy,"So on he jogged, and all seemed now to go right with him: he had met with some misfortunes, to be sure; but he was now well repaid for all.","So joggte er weiter, und jetzt schien alles mit ihm richtig zu gehen: er hatte sicher einiges Unglück erlebt; aber er wurde jetzt für alle gut zurückgezahlt."
joy,"The countryman stopped to ask what was o""clock; this led to further chat; and Hans told him all his luck, how he had so many good bargains, and how all the world went gay and smiling with him.","Der Landsmann blieb stehen, um zu fragen, wie spät es sei; dies führte zu weiteren Gesprächen, und Hans erzählte ihm alles Glück, wie er so viele gute Geschäfte gemacht hatte und wie die ganze Welt fröhlich und lächelnd mit ihm wurde."
joy,"Then he took the string in his hand, and drove off the pig by a side path; while Hans went on the way homewards free from care.",Dann nahm er die Schnur in die Hand und trieb das Schwein auf einem Seitenweg davon; während Hans unbekümmert den Heimweg antrat.
joy,"""After all,"" thought he, ""that chap is pretty well taken in.","„Schließlich,“ dachte er, „ist der Kerl ziemlich gut aufgenommen."
joy,How happy my mother will be!,Wie glücklich wird meine Mutter sein!
joy,"Talk of a pig, indeed!",Apropos Schwein!
joy,"Give me a fine fat goose.""","Gib mir eine feine fette Gans."""
joy,"""O""er hill and o""er dale So happy I roam, Work light and live well, All the world is my home; Then who so blythe, so merry as I?""","„Über Hügel und über Tal So glücklich ziehe ich umher, Arbeite leicht und lebe gut, Die ganze Welt ist mein Zuhause; Wer ist dann so fröhlich, so fröhlich wie ich?“"
joy,"Hans stood looking on for a while, and at last said, ""You must be well off, master grinder! you seem so happy at your work.""","Hans stand eine Weile da und sah zu und sagte schließlich: „Es muss Ihnen gut gehen, Schleifmeister!"
joy,"""Yes,"" said the other, ""mine is a golden trade; a good grinder never puts his hand into his pocket without finding money in it--but where did you get that beautiful goose?""","„Ja,“ sagte der andere, „meins ist ein goldenes Geschäft; ein guter Schleifer greift nie in die Tasche, ohne Geld darin zu finden – aber woher hast du diese schöne Gans?“"
joy,"""How can you ask?"" said Hans; ""I should be the happiest man in the world, if I could have money whenever I put my hand in my pocket: what could I want more? there""s the goose.""","""Wie kannst du fragen?"" sagte Hans; ""Ich wäre der glücklichste Mann der Welt, wenn ich Geld haben könnte, wann immer ich meine Hand in meine Tasche stecke: was könnte ich mehr wollen? Da ist die Gans."""
joy,"Hans took the stone, and went his way with a light heart: his eyes sparkled for joy, and he said to himself, ""Surely I must have been born in a lucky hour; everything I could want or wish for comes of itself.","Hans nahm den Stein und ging leichten Herzens seines Weges: seine Augen funkelten vor Freude, und er sagte sich: „Ich bin doch wohl in einer glücklichen Stunde geboren; alles, was ich wollen oder wünschen kann, kommt von selbst."
joy,"People are so kind; they seem really to think I do them a favour in letting them make me rich, and giving me good bargains.""","Die Leute sind so nett; Sie scheinen wirklich zu denken, dass ich ihnen einen Gefallen tue, indem ich mich von ihnen reich machen lasse und mir gute Geschäfte mache."""
surprise,"So he laid the stone carefully by his side on the bank: but, as he stooped down to drink, he forgot it, pushed it a little, and down it rolled, plump into the stream.","So legte er den Stein sorgsam neben sich ans Ufer: aber als er sich zum Trinken bückte, vergaß er ihn, stieß ihn ein wenig und rollte ihn hinab, plump in den Bach."
joy,"""How happy am I!"" cried he; ""nobody was ever so lucky as I.""","""Wie glücklich bin ich!"" rief er; ""Niemand hatte jemals so viel Glück wie ich."""
joy,"Then up he got with a light heart, free from all his troubles, and walked on till he reached his mother""s house, and told her how very easy the road to good luck was.","Dann stand er leichten Herzens auf, befreit von all seinen Sorgen, und ging weiter, bis er das Haus seiner Mutter erreichte, und sagte ihr, wie leicht der Weg zum Glück sei."
fear,"Then on the third day, he sent for all his huntsmen, and said: ""Scour the whole forest through, and do not give up until you have found all three.""","Am dritten Tag ließ er dann alle seine Jäger holen und sagte: ""Durchkämme den ganzen Wald und gib nicht auf, bis du alle drei gefunden hast."""
fear,"The king, however, would not give his consent, and said: ""It is not safe in there; I fear it would fare with you no better than with the others, and you would never come out again.""","Der König wollte jedoch nicht zustimmen und sagte: ""Es ist dort drin nicht sicher; ich fürchte, es würde dir nicht besser ergehen als den anderen, und du würdest nie wieder herauskommen."""
fear,"The boy had become afraid; he called and cried after him: ""Oh, wild man, do not go away, or I shall be beaten!""","Der Junge hatte Angst bekommen; er rief und rief ihm nach: ""O wilder Mann, geh nicht weg, sonst werde ich geschlagen!"""
sadness,"Then he could easily guess what had happened, and much grief reigned in the royal court.","Dann konnte er leicht erraten, was passiert war, und am königlichen Hof herrschte viel Trauer."
fear,"""Nothing nothing,"" he answered, and held his finger behind his back, that the man might not see it.","„Nichts, nichts“, antwortete er und hielt den Finger hinter den Rücken, damit der Mann es nicht sah."
fear,You can imagine how terrified the poor boy was!,"Sie können sich vorstellen, wie erschrocken der arme Junge war!"
fear,"The king gathered together his people, and did not know whether or not he could offer any opposition to the enemy, who was superior in strength and had a mighty army.","Der König versammelte sein Volk und wusste nicht, ob er dem an Stärke überlegenen und über ein mächtiges Heer verfügenden Feind Widerstand leisten konnte oder nicht."
joy,"When the king returned to his palace, his daughter went to meet him, and wished him joy of his victory.","Als der König in seinen Palast zurückkehrte, ging ihm seine Tochter entgegen und wünschte ihm Freude über seinen Sieg."
joy,"The maiden laughed, and said: ""He does not stand much on ceremony, but I have already seen by his golden hair that he was no gardener""s boy,"" and then she went and kissed him.","Das Mädchen lachte und sagte: ""Er steht nicht sehr auf Zeremonien, aber ich habe schon an seinem goldenen Haar gesehen, dass er kein Gärtnerjunge war,"" und dann ging sie und küsste ihn."
joy,"His father and mother came to the wedding, and were in great delight, for they had given up all hope of ever seeing their dear son again.","Sein Vater und seine Mutter kamen zur Hochzeit und freuten sich sehr, denn sie hatten alle Hoffnung aufgegeben, ihren lieben Sohn jemals wiederzusehen."
fear,"One day they went to walk in the wood, that they might be alone; and Jorindel said, ""We must take care that we don""t go too near to the fairy""s castle.""","Eines Tages gingen sie in den Wald spazieren, um allein zu sein; und Jorindel sagte: ""Wir müssen aufpassen, dass wir dem Feenschloss nicht zu nahe kommen."""
fear,"Then he shrank for fear, turned pale, and trembled.","Dann zuckte er vor Angst zusammen, wurde blass und zitterte."
sadness,"He prayed, he wept, he sorrowed, but all in vain.","Er betete, er weinte, er trauerte, aber alles umsonst."
sadness,"Many a time did he walk round and round as near to the hated castle as he dared go, but all in vain; he heard or saw nothing of Jorinda.","Viele Male ging er so nah an das verhaßte Schloß heran, wie er es wagte, aber alles umsonst; er hörte oder sah nichts von Jorinda."
joy,"He ran or flew after her, touched the cage with the flower, and Jorinda stood before him, and threw her arms round his neck looking as beautiful as ever, as beautiful as when they walked together in the wood.","Er rannte oder flog hinter ihr her, berührte den Käfig mit der Blume, und Jorinda stand vor ihm und schlang ihre Arme um seinen Hals und sah so schön aus wie immer, so schön wie damals, als sie zusammen im Wald spazieren gingen."
sadness,"Then she began to cry, and knew not what to do.","Dann fing sie an zu weinen und wusste nicht, was sie tun sollte."
sadness,Then she bitterly grieved for the pride and folly which had brought her so low.,"Dann trauerte sie bitterlich um den Stolz und die Torheit, die sie so weit nach unten gebracht hatten."
fear,"All on a sudden, as she was going out, in came the king""s son in golden clothes; and when he saw a beautiful woman at the door, he took her by the hand, and said she should be his partner in the dance; but she trembled for fear, for she saw that it was King Grisly-beard, who was making sport of her.","Als sie hinausging, kam plötzlich der Königssohn in goldenen Kleidern herein, und als er eine schöne Frau an der Tür sah, nahm er sie bei der Hand und sagte, sie solle seine Tanzpartnerin sein Aber sie zitterte vor Angst, denn sie sah, dass es König Graubart war, der sich über sie lustig machte."
joy,Joy was in every face and every heart.,Freude war in jedem Gesicht und jedem Herzen.
joy,The feast was grand; they danced and sang; all were merry; and I only wish that you and I had been of the party.,"Das Fest war großartig; sie tanzten und sangen; alle waren fröhlich; und ich wünschte nur, Sie und ich wären auf der Party gewesen."
sadness,"This grieved him very much, for Lily was his dearest child; and as he was journeying home, thinking what he should bring her, he came to a fine castle; and around the castle was a garden, in one half of which it seemed to be summer-time and in the other half winter.","Das betrübte ihn sehr, denn Lily war sein liebstes Kind; und als er nach Hause reiste und dachte, was er ihr bringen sollte, kam er zu einem schönen Schloss; und um das Schloß war ein Garten, in dessen einer Hälfte Sommer und in der anderen Hälfte Winter zu sein schien."
joy,"""A lucky hit!"" said he, as he called to his servant, and told him to go to a beautiful bed of roses that was there, and bring him away one of the finest flowers.","""Ein Glückstreffer!"" sagte er, als er seinem Diener zurief und ihm sagte, er solle zu einem schönen Rosenbeet gehen, das dort war, und ihm eine der schönsten Blumen bringen."
fear,"Then the servant was greatly frightened, and said, ""It may perhaps be only a cat or a dog.""","Da erschrak der Diener sehr und sagte: ""Vielleicht ist es nur eine Katze oder ein Hund."""
joy,"And when Lily came to the castle, he welcomed her so courteously that she agreed to marry him.","Und als Lily ins Schloss kam, begrüßte er sie so höflich, dass sie zustimmte, ihn zu heiraten."
joy,"The wedding-feast was held, and they lived happily together a long time.","Das Hochzeitsfest wurde abgehalten, und sie lebten lange Zeit glücklich zusammen."
joy,"Then she rejoiced much at the thoughts of seeing her father once more, and set out with the lions; and everyone was overjoyed to see her, for they had thought her dead long since.","Dann freute sie sich sehr über den Gedanken, ihren Vater noch einmal zu sehen, und machte sich mit den Löwen auf den Weg; und alle waren überglücklich, sie zu sehen, denn sie hatten sie längst für tot gehalten."
joy,"But she told them how happy she was, and stayed till the feast was over, and then went back to the wood.","Aber sie sagte ihnen, wie glücklich sie sei, und blieb, bis das Fest vorbei war, und ging dann zurück in den Wald."
