label,content
joy,"People are so kind; they seem really to think I do them a favour in letting them make me rich, and giving me good bargains."""
surprise,"So he laid the stone carefully by his side on the bank: but, as he stooped down to drink, he forgot it, pushed it a little, and down it rolled, plump into the stream."
joy,"""How happy am I!"" cried he; ""nobody was ever so lucky as I."""
joy,"Then up he got with a light heart, free from all his troubles, and walked on till he reached his mother""s house, and told her how very easy the road to good luck was."
fear,"Then on the third day, he sent for all his huntsmen, and said: ""Scour the whole forest through, and do not give up until you have found all three."""
fear,"The king, however, would not give his consent, and said: ""It is not safe in there; I fear it would fare with you no better than with the others, and you would never come out again."""
fear,"The boy had become afraid; he called and cried after him: ""Oh, wild man, do not go away, or I shall be beaten!"""
sadness,"Then he could easily guess what had happened, and much grief reigned in the royal court."
fear,"""Nothing nothing,"" he answered, and held his finger behind his back, that the man might not see it."
fear,You can imagine how terrified the poor boy was!
fear,"The king gathered together his people, and did not know whether or not he could offer any opposition to the enemy, who was superior in strength and had a mighty army."
joy,"When the king returned to his palace, his daughter went to meet him, and wished him joy of his victory."
joy,"The maiden laughed, and said: ""He does not stand much on ceremony, but I have already seen by his golden hair that he was no gardener""s boy,"" and then she went and kissed him."
joy,"His father and mother came to the wedding, and were in great delight, for they had given up all hope of ever seeing their dear son again."
fear,"One day they went to walk in the wood, that they might be alone; and Jorindel said, ""We must take care that we don""t go too near to the fairy""s castle."""
fear,"Then he shrank for fear, turned pale, and trembled."
sadness,"He prayed, he wept, he sorrowed, but all in vain."
sadness,"Many a time did he walk round and round as near to the hated castle as he dared go, but all in vain; he heard or saw nothing of Jorinda."
joy,"He ran or flew after her, touched the cage with the flower, and Jorinda stood before him, and threw her arms round his neck looking as beautiful as ever, as beautiful as when they walked together in the wood."
sadness,"Then she began to cry, and knew not what to do."
sadness,Then she bitterly grieved for the pride and folly which had brought her so low.
fear,"All on a sudden, as she was going out, in came the king""s son in golden clothes; and when he saw a beautiful woman at the door, he took her by the hand, and said she should be his partner in the dance; but she trembled for fear, for she saw that it was King Grisly-beard, who was making sport of her."
joy,Joy was in every face and every heart.
joy,The feast was grand; they danced and sang; all were merry; and I only wish that you and I had been of the party.
sadness,"This grieved him very much, for Lily was his dearest child; and as he was journeying home, thinking what he should bring her, he came to a fine castle; and around the castle was a garden, in one half of which it seemed to be summer-time and in the other half winter."
joy,"""A lucky hit!"" said he, as he called to his servant, and told him to go to a beautiful bed of roses that was there, and bring him away one of the finest flowers."
fear,"Then the servant was greatly frightened, and said, ""It may perhaps be only a cat or a dog."""
joy,"And when Lily came to the castle, he welcomed her so courteously that she agreed to marry him."
joy,"The wedding-feast was held, and they lived happily together a long time."
joy,"Then she rejoiced much at the thoughts of seeing her father once more, and set out with the lions; and everyone was overjoyed to see her, for they had thought her dead long since."
joy,"But she told them how happy she was, and stayed till the feast was over, and then went back to the wood."
fear,"But he would not, and said that it would be a very hazardous thing; for if the least ray of the torch-light should fall upon him his enchantment would become still worse, for he should be changed into a dove, and be forced to wander about the world for seven long years."
sadness,"This said, he flew out at the door, and poor Lily followed; and every now and then a white feather fell, and showed her the way she was to journey."
sadness,"""Now,"" thought she to herself, ""no aid of man can be of use to me."""
sadness,"Thus the unhappy traveller was again forsaken and forlorn; but she took heart and said, ""As far as the wind blows, and so long as the cock crows, I will journey on, till I find him once again."""
sadness,"Then poor Lily was led away, and forced to give up the golden dress; and when she saw that there was no help for her, she went out into a meadow, and sat herself down and wept."
joy,"And she rose up and drove them before her, till the bride saw them from her window, and was so pleased that she came forth and asked her if she would sell the brood."
joy,"Then the prince took care to throw away the sleeping draught; and when Lily came and began again to tell him what woes had befallen her, and how faithful and true to him she had been, he knew his beloved wife""s voice, and sprang up, and said, ""You have awakened me as from a dream, for the strange princess had thrown a spell around me, so that I had altogether forgotten you; but Heaven hath sent you to me in a lucky hour."""
joy,"There they found their child, now grown up to be comely and fair; and after all their troubles they lived happily together to the end of their days."
joy,"Once upon a time there was a dear little girl who was loved by everyone who looked at her, but most of all by her grandmother, and there was nothing that she would not have given to the child."
sadness,"One day her mother said to her: ""Come, Little Red-Cap, here is a piece of cake and a bottle of wine; take them to your grandmother, she is ill and weak, and they will do her good."
joy,"The wolf thought to himself: ""What a tender young creature! what a nice plump mouthful--she will be better to eat than the old woman."
fear,"When he had made two snips, he saw the little Red-Cap shining, and then he made two snips more, and the little girl sprang out, crying: ""Ah, how frightened I have been!"
joy,Then all three were delighted.
joy,"But Red-Cap went joyously home, and no one ever did anything to harm her again."
fear,"She walked over the meadow, and presently she came upon a baker""s oven full of bread, and the loaves cried out to her, ""Take us out, take us out, or alas! we shall be burnt to a cinder; we were baked through long ago."""
fear,"The next thing she came to was a little house, and there she saw an old woman looking out, with such large teeth, that she was terrified, and turned to run away."
joy,"The old woman spoke so kindly, that the girl summoned up courage and agreed to enter into her service."
sadness,"So she stayed on with Mother Holle for some time, and then she began to grow unhappy."
sadness,"She could not at first tell why she felt sad, but she became conscious at last of great longing to go home; then she knew she was homesick, although she was a thousand times better off with Mother Holle than with her mother and sister."
sadness,"After waiting awhile, she went to Mother Holle and said, ""I am so homesick, that I cannot stay with you any longer, for although I am so happy here, I must return to my own people."""
joy,"Then Mother Holle said, ""I am pleased that you should want to go back to your own people, and as you have served me so well and faithfully, I will take you home myself."""
joy,"Then she went in to her mother and sister, and as she was so richly covered with gold, they gave her a warm welcome."
fear,"""Take us out, take us out, or alas! we shall be burnt to a cinder; we were baked through long ago,"" cried the loaves as before."
joy,"The first day she was very obedient and industrious, and exerted herself to please Mother Holle, for she thought of the gold she should get in return."
joy,"The lazy girl was delighted at this, and thought to herself, ""The gold will soon be mine."""
joy,The dog liked this plan very well; and accordingly so it was managed.
joy,So from this time forward Sultan had all that he could wish for.
joy,"Then Rapunzel lost her fear, and when he asked her if she would take him for her husband, and she saw that he was young and handsome, she thought: ""He will love me more than old Dame Gothel does""; and she said yes, and laid her hand in his."
sadness,"The king""s son was beside himself with pain, and in his despair he leapt down from the tower."
sadness,"Then he wandered quite blind about the forest, ate nothing but roots and berries, and did naught but lament and weep over the loss of his dearest wife."
sadness,"Thus he roamed about in misery for some years, and at length came to the desert where Rapunzel, with the twins to which she had given birth, a boy and a girl, lived in wretchedness."
joy,"He led her to his kingdom where he was joyfully received, and they lived for a long time afterwards, happy and contented."
joy,"At the birth of her first little child she was very glad, and forgot the dwarf, and what she had said."
joy,"""Can your name be RUMPELSTILTSKIN?"" said the lady slyly."
joy,"Then he made the best of his way off, while the nurse laughed and the baby crowed; and all the court jeered at him for having had so much trouble for nothing, and said, ""We wish you a very good morning, and a merry feast, Mr RUMPLESTILTSKIN!"""
sadness,"""She sits upstairs in her room, Bewailing her sorrowful doom, Bewailing her trouble so sore, For old Mr Fox is no more."""
joy,"Then the wedding was solemnized with young Mr Fox, and there was much rejoicing and dancing; and if they have not left off, they are dancing still."
joy,"And they were very glad to see her, and took care not to wake her; and the seventh dwarf slept an hour with each of the other dwarfs in turn, till the night was gone."
fear,"Then the queen was very much frightened; for she knew that the glass always spoke the truth, and was sure that the servant had betrayed her."
fear,"Then she dressed herself up as a peasant""s wife, and travelled over the hills to the dwarfs"" cottage, and knocked at the door; but Snowdrop put her head out of the window and said, ""I dare not let anyone in, for the dwarfs have told me not."""
fear,"""No,"" said Snowdrop, ""I dare not take it."""
sadness,"So they laid her down upon a bier, and all seven watched and bewailed her three whole days; and then they thought they would bury her: but her cheeks were still rosy; and her face looked just as it did while she was alive; so they said, ""We will never bury her in the cold ground."""
sadness,"And the birds of the air came too, and bemoaned Snowdrop; and first of all came an owl, and then a raven, and at last a dove, and sat by her side."
sadness,"Then he offered the dwarfs money, and prayed and besought them to let him take her away; but they said, ""We will not part with her for all the gold in the world."""
fear,"""But,"" said Roland, ""I counsel you first to take away her magic wand, or we cannot escape if she pursues us."""
sadness,"The poor girl remained there a long time, but at length, as he did not return at all, she was sad, and changed herself into a flower, and thought: ""Someone will surely come this way, and trample me down."""
surprise,"He could not conceive how this came to pass, for he never saw a human being in his house, and no one could have concealed himself in it."
sadness,"When the faithful maiden heard of this, she grew so sad that she thought her heart would break, and she would not go thither, but the other girls came and took her."
surprise,"But when she began her song, and it reached Roland""s ears, he sprang up and cried: ""I know the voice, that is the true bride, I will have no other!"""
joy,"Then the faithful maiden held her wedding with her sweetheart Roland, and grief came to an end and joy began."
joy,"""With all my heart,"" said Partlet, ""let us go and make a holiday of it together."""
fear,"Then she was in a great fright, and cried out to Chanticleer, ""Pray run as fast as you can, and fetch me some water, or I shall be choked."""
sadness,"Then Chanticleer was very sorry, and cried bitterly; and all the beasts came and wept with him over poor Partlet."
sadness,"Then he sat down by the grave, and wept and mourned, till at last he died too; and so all were dead."
sadness,"He sat for a while very sorrowfully, then suddenly he felt in his pocket and found his tobacco pipe, which was still half full."
surprise,"""What my commands are?"" replied the soldier, quite astonished."
fear,"The manikin said: ""That is an easy thing for me to do, but a very dangerous thing for you, for if it is discovered, you will fare ill."""
sadness,"At last he could bear it no longer; so he took to his heels, and off he ran in a very sad and sorrowful mood."
sadness,"""Because,"" said the dog, ""I am very very hungry, and have nothing to eat."""
joy,"""I have had plenty of meat,"" answered he, ""but I should like to have a piece of bread to eat after it."""
surprise,"And the wife struck; but she missed her aim, and hit her husband on the head so that he fell down dead, and the sparrow flew quietly home to her nest."
joy,"His conscience was clear and his heart light amidst all his troubles; so he went peaceably to bed, left all his cares to Heaven, and soon fell asleep."
surprise,"In the morning after he had said his prayers, he sat himself down to his work; when, to his great wonder, there stood the shoes all ready made, upon the table."
surprise,The good man knew not what to say or think at such an odd thing happening.
surprise,"As soon as it was midnight, there came in two little naked dwarfs; and they sat themselves upon the shoemaker""s bench, took up all the work that was cut out, and began to ply with their little fingers, stitching and rapping and tapping away at such a rate, that the shoemaker was all wonder, and could not take his eyes off them."
joy,"""These little wights have made us rich, and we ought to be thankful to them, and do them a good turn if we can."
joy,"The thought pleased the good cobbler very much; and one evening, when all the things were ready, they laid them on the table, instead of the work that they used to cut out, and then went and hid themselves, to watch what the little elves would do."
joy,"About midnight in they came, dancing and skipping, hopped round the room, and then went to sit down to their work as usual; but when they saw the clothes lying for them, they laughed and chuckled, and seemed mightily delighted."
joy,"Then they dressed themselves in the twinkling of an eye, and danced and capered and sprang about, as merry as could be; till at last they danced out at the door, and away over the green."
joy,"The good couple saw them no more; but everything went well with them from that time forward, as long as they lived."
joy,"""Ah!"" said the fisherman, ""how happily we shall live now!"""
sadness,"""Ah!"" said the man, dolefully, ""my wife wants to live in a stone castle."""
joy,"""Well,"" said the man, ""now we will live cheerful and happy in this beautiful castle for the rest of our lives."""
sadness,So the man went away quite sorrowful to think that his wife should want to be king.
fear,"So the fisherman was forced to go; and he muttered as he went along, ""This will come to no good, it is too much to ask; the fish will be tired at last, and then we shall be sorry for what we have done."""
fear,"At this sight the fisherman was dreadfully frightened, and he trembled so that his knees knocked together: but still he went down near to the shore, and said:"
fear,"The fisherman was half asleep, but the thought frightened him so much that he started and fell out of bed."
fear,"Then the man went shivering with fear; and as he was going down to the shore a dreadful storm arose, so that the trees and the very rocks shook."
fear,"They were still not safe; for he was such a great beast that in his fall he overset the boat, and they had to swim in the open sea upon a few planks."
joy,"So the tailor took his needle, and with a few large stitches put some of the planks together; and he sat down upon these, and sailed about and gathered up all pieces of the boat; and then tacked them together so quickly that the boat was soon ready, and they then reached the ship and got home safe."
joy,"When they had brought home the princess to her father, there was great rejoicing; and he said to the four brothers, ""One of you shall marry her, but you must settle amongst yourselves which it is to be."""
surprise,"Then the king put in a word, and said, ""Each of you is right; and as all cannot have the young lady, the best way is for neither of you to have her: for the truth is, there is somebody she likes a great deal better."
joy,"And the king then gave to each half a kingdom, as he had said; and they lived very happily the rest of their days, and took good care of their father; and somebody took better care of the young lady, than to let either the dragon or one of the craftsmen have her again."
sadness,"The poor horse was very melancholy, and wandered up and down in the wood, seeking some little shelter from the cold wind and rain."
sadness,"""Ah!"" replied the horse, ""justice and avarice never dwell in one house; my master has forgotten all that I have done for him so many years, and because I can no longer work he has turned me adrift, and says unless I become stronger than a lion he will not take me back again; what chance can I have of that? he knows I have none, or he would not talk so."""
joy,"""Here he is, master,"" said he, ""I have got the better of him"": and when the farmer saw his old servant, his heart relented, and he said."
joy,"As soon as the young princess saw her ball, she ran to pick it up; and she was so overjoyed to have it in her hand again, that she never thought of the frog, but ran home with it as fast as she could."
surprise,"But when the princess awoke on the following morning she was astonished to see, instead of the frog, a handsome prince, gazing on her with the most beautiful eyes she had ever seen, and standing at the head of her bed."
joy,"They then took leave of the king, and got into the coach with eight horses, and all set out, full of joy and merriment, for the prince""s kingdom, which they reached safely; and there they lived happily a great many years."
joy,"""Ah!"" said the young man, ""that would be a great thing, but how can you contrive it?"""
surprise,"Then the fox came, and said, ""Pray kill me, and cut off my head and my feet."""
surprise,"So he said, ""Yes,"" and forgot the fox""s counsel, and sat down on the side of the river; and while he suspected nothing, they came behind, and threw him down the bank, and took the princess, the horse, and the bird, and went home to the king their master, and said."
joy,"Then he went to the king, and told him all his brothers"" roguery; and they were seized and punished, and he had the princess given to him again; and after the king""s death he was heir to his kingdom."
joy,"The wedding was celebrated, and after the king""s death, Dummling inherited his kingdom and lived for a long time contentedly with his wife."
sadness,"They loved each other dearly, but sorrowed much that they had no children."
joy,"""Ah,"" sighed the woman heavily, ""if I had but a child, as red as blood and as white as snow,"" and as she spoke the words, her heart grew light within her, and it seemed to her that her wish was granted, and she returned to the house feeling glad and comforted."
joy,"Once again the wife stood under the juniper-tree, and it was so full of sweet scent that her heart leaped for joy, and she was so overcome with her happiness, that she fell on her knees."
sadness,"Presently the fruit became round and firm, and she was glad and at peace; but when they were fully ripe she picked the berries and ate eagerly of them, and then she grew sad and ill."
sadness,"A little while later she called her husband, and said to him, weeping."
sadness,"""If I die, bury me under the juniper-tree."""
sadness,"Her husband buried her under the juniper-tree, and wept bitterly for her."
sadness,"By degrees, however, his sorrow grew less, and although at times he still grieved over his loss, he was able to go about as usual, and later on he married again."
fear,"""Mother,"" said the boy, ""how dreadful you look!"
sadness,"""Oh!"" she said, ""I have knocked off brother""s head,"" and then she wept and wept, and nothing would stop her."
sadness,"But Marleen stood looking on, and wept and wept, and her tears fell into the pot, so that there was no need of salt."
sadness,"The mother said nothing, but gave him a large dish of black pudding, and Marleen still wept without ceasing."
sadness,"Little Marleen went upstairs and took her best silk handkerchief out of her bottom drawer, and in it she wrapped all the bones from under the table and carried them outside, and all the time she did nothing but weep."
joy,"""Bird,"" he said, ""what a beautiful song that is you sing!"
joy,"""How lighthearted I feel,"" said the father, ""so pleased and cheerful."""
joy,"""I do feel so happy,"" said the father, ""and how beautifully the sun shines; I feel just as if I were going to see an old friend again."""
joy,"""Look, mother,"" said the man, ""at the beautiful bird that is singing so magnificently; and how warm and bright the sun is, and what a delicious scent of spice in the air!"""
joy,"He went inside, and said, ""See, what a splendid bird that is; he has given me this beautiful gold chain, and looks so beautiful himself."""
joy,And she now felt quite happy and lighthearted; she put on the shoes and danced and jumped about in them.
joy,"""I was so miserable,"" she said, ""when I came out, but that has all passed away; that is indeed a splendid bird, and he has given me a pair of red shoes."""
joy,"The father and little Marleen heard the sound and ran out, but they only saw mist and flame and fire rising from the spot, and when these had passed, there stood the little brother, and he took the father and little Marleen by the hand; then they all three rejoiced, and went inside together and sat down to their dinners and ate."
joy,"But as he drew near home, his little boy was so glad to see him that he crept behind him, and laid fast hold of his legs, and looked up in his face and laughed."
fear,"Then the father started, trembling with fear and horror, and saw what it was that he had bound himself to do; but as no gold was come, he made himself easy by thinking that it was only a joke that the dwarf was playing him, and that, at any rate, when the money came, he should see the bearer, and would not take it in."
joy,"At the sight of this he was overjoyed, and forgetting all about his son, went into trade again, and became a richer merchant than before."
sadness,"Meantime little Heinel grew up, and as the end of the twelve years drew near the merchant began to call to mind his bond, and became very sad and thoughtful; so that care and sorrow were written upon his face."
sadness,"Then he took leave of his father, and set himself in the boat, but before it got far off a wave struck it, and it fell with one side low in the water, so the merchant thought that poor Heinel was lost, and went home very sorrowful, while the dwarf went his way, thinking that at any rate he had had his revenge."
joy,"Now the white snake was an enchanted princess; and she was very glad to see him, and said, ""Are you at last come to set me free?"
joy,"And all came to pass as she had said; Heinel bore all, and spoke not a word; and the third night the princess came, and fell on his neck and kissed him."
joy,"Joy and gladness burst forth throughout the castle, the wedding was celebrated, and he was crowned king of the Golden Mountain."
joy,"They lived together very happily, and the queen had a son."
sadness,"And thus eight years had passed over their heads, when the king thought of his father; and he began to long to see him once again."
sadness,"In an instant they stood before him; but the queen wept, and said he had broken his word, and bad luck would follow."
fear,"Then she opened the door for her husband, and said: ""Thank heaven, you are back again!"
surprise,"""Bless me!"" cried the miller, and went there and found the wine."
surprise,"""Upon my word!"" cried the miller, and went thither, and found the roast meat."
surprise,"""That would be a fine thing!"" cried the miller, and went there and found the salad."
surprise,"""That would be a fine thing!"" cried the miller, and looked there, and found the cakes."
fear,"And now the two sat down to the table together, but the miller""s wife was frightened to death, and went to bed and took all the keys with her."
joy,"As he jogged along over the fields, singing and dancing, a little dwarf met him, and asked him what made him so merry."
joy,"""Why, what should make me down-hearted?"" said he; ""I am sound in health and rich in purse, what should I care for?"
joy,"Then the countryman rejoiced at his good luck, and said, ""I like many things better than money: first, I will have a bow that will bring down everything I shoot at; secondly, a fiddle that will set everyone dancing that hears me play upon it; and thirdly, I should like that everyone should grant what I ask."""
joy,"Our honest friend journeyed on his way too; and if he was merry before, he was now ten times more so."
joy,"""Oh, what a pretty bird!"" said the miser; ""I would give a great deal of money to have such a one."""
joy,"So he took the purse, put up his fiddle, and travelled on very pleased with his bargain."
fear,"Then the miser said, ""Bind me fast, bind me fast, for pity""s sake."""
fear,"But the sausage remained so long away, that they became uneasy, and the bird flew out to meet him."
sadness,"He picked up the wood, and flew sadly home, and told the mouse all he had seen and heard."
sadness,"They were both very unhappy, but agreed to make the best of things and to remain with one another."
sadness,And he used to look towards the table with his eyes full of tears.
sadness,"The man and his wife looked at each other for a while, and presently began to cry."
joy,"Then she went to the king, and told him the joyful tidings, and when the time was come she gave birth to a son, and the king was filled with gladness."
fear,"The cook, however, thought to himself: ""If the child has the power of wishing, and I am here, he might very easily get me into trouble."""
joy,"The two played together, and loved each other with all their hearts, and the old cook went out hunting like a nobleman."
fear,"The thought occurred to him, however, that the king""s son might some day wish to be with his father, and thus bring him into great peril."
joy,"Now the king felt great joy at this, and commanded that his entire household should eat with him next day, and made a great feast."
sadness,"Whilst he was sitting there, he thought of his dearest mother, and wished that one of the king""s principal servants would begin to speak of her, and would ask how it was faring with the queen in the tower, and if she were alive still, or had perished."
joy,"The son said: ""Most gracious father, I will show her to you in the form of a beautiful flower,"" and he thrust his hand into his pocket and brought forth the pink, and placed it on the royal table, and it was so beautiful that the king had never seen one to equal it."
joy,"She lived three days more, and then died happily, and when she was buried, the two white doves which had brought her food to the tower, and were angels of heaven, followed her body and seated themselves on her grave."
sadness,"The aged king ordered the cook to be torn in four pieces, but grief consumed the king""s own heart, and he soon died."
sadness,"At last came the little dwarf""s turn; and he looked in the moss; but it was so hard to find the pearls, and the job was so tiresome!--so he sat down upon a stone and cried."
sadness,"She was sadder than ever as she drove along, and said mournfully, ""I know he has fallen asleep, and will not be able to set me free."""
sadness,"She found him sleeping heavily, and all her efforts to awaken him were of no avail."
sadness,"When the man awoke and found that he had been sleeping, he was grieved at heart, and said, ""She has no doubt been here and driven away again, and it is now too late for me to save her."""
surprise,"He found that the light came from a house which looked smaller than it really was, from the contrast of its height with that of an immense giant who stood in front of it."
fear,"He thought to himself, ""If the giant sees me going in, my life will not be worth much."""
fear,"However, after a while he summoned up courage and went forward."
fear,"""I would rather you let that alone,"" said the man, ""for I do not willingly give myself up to be eaten; if you are wanting food I have enough to satisfy your hunger."""
joy,"The giant was pleased with the good cheer, and ate and drank to his heart""s content."
sadness,"Then he fetched other older maps, and they went on looking for the castle until at last they found it, but it was many thousand miles away."
sadness,"""How shall I be able to get there?"" asked the man."
sadness,"When he saw that it was impossible to reach her, he was greatly grieved, and said to himself, ""I will remain here and wait for her,"" so he built himself a little hut, and there he sat and watched for a whole year, and every day he saw the king""s daughter driving round her castle, but still was unable to get nearer to her."
joy,"When therefore she came to the castle gate she saw him, and cried aloud for joy."
joy,"Then he dismounted and took her in his arms; and she kissed him, and said, ""Now you have indeed set me free, and tomorrow we will celebrate our marriage."""
fear,"There was once a miller who had one beautiful daughter, and as she was grown up, he was anxious that she should be well married and provided for."
sadness,But the girl did not care for the man as a girl ought to care for her betrothed husband.
fear,"When Sunday came, and it was time for the girl to start, a feeling of dread came over her which she could not explain, and that she might be able to find her path again, she filled her pockets with peas and lentils to sprinkle on the ground as she went along."
sadness,"""Ah, you poor child,"" answered the old woman, ""what a place for you to come to!"
sadness,"If I did not take pity on you and save you, you would be lost."""
fear,"The poor betrothed girl crouched trembling and shuddering behind the cask, for she saw what a terrible fate had been intended for her by the robbers."
fear,"She was obliged to step over the bodies of the sleepers, who were lying close together, and every moment she was filled with renewed dread lest she should awaken them."
fear,"The bridegroom, who during this recital had grown deadly pale, up and tried to escape, but the guests seized him and held him fast."
joy,"The huntsman thanked her, and thought to himself, ""If all this does happen, it will be a fine thing for me."""
sadness,"""Alas! dear sir,"" said she, ""yonder lies the granite rock where all the costly diamonds grow, and I want so much to go there, that whenever I think of it I cannot help being sorrowful, for who can reach it? only the birds and the flies--man cannot."""
joy,The diamonds glittered so on all sides that they were delighted with the sight and picked up the finest.
sadness,"When he awoke and found that his lady had tricked him, and left him alone on the wild rock, he said, ""Alas! what roguery there is in the world!"" and there he sat in great grief and fear, not knowing what to do."
joy,"However, he still felt very hungry, and the salad tasted very nice; so he ate on till he came to another kind of salad, and scarcely had he tasted it when he felt another change come over him, and soon saw that he was lucky enough to have found his old shape again."
sadness,"And the beautiful young lady fell upon her knees before him, and said, ""O dearest huntsman! forgive me all the ill I have done you; my mother forced me to it, it was against my will, for I always loved you very much."
joy,"So they were married, and lived together very happily till they died."
fear,"Each wanted to be first at drawing the water, and so they were in such a hurry that all let their pitchers fall into the well, and they stood very foolishly looking at one another, and did not know what to do, for none dared go home."
sadness,"Then she was much grieved, and went to her father and mother, and asked if she had any brothers, and what had become of them."
sadness,"So they dared no longer hide the truth from her, but said it was the will of Heaven, and that her birth was only the innocent cause of it; but the little girl mourned sadly about it every day, and thought herself bound to do all she could to bring her brothers back; and she had neither rest nor ease, till at length one day she stole away, and set out into the wide world to find her brothers, wherever they might be, and free them, whatever it might cost her."
joy,"When the little girl heard this (for she stood behind the door all the time and listened), she ran forward, and in an instant all the ravens took their right form again; and all hugged and kissed each other, and went merrily home."
fear,"At length she became uneasy, and wakened the boy, and asked: ""Do you know where my husband is?"
joy,"Ah! now I know what it is to shudder!"""
sadness,"""The old woman has destroyed all my brethren in fire and smoke; she seized sixty of them at once, and took their lives."
fear,"But when she had reached the middle, and heard the water rushing beneath her, she was after all, afraid, and stood still, and ventured no farther."
joy,"The bean thanked him most prettily, but as the tailor used black thread, all beans since then have a black seam."
sadness,"The youth wandered on, and after some time came to a fortress where he begged for a night""s lodging."
sadness,"He listened to them, and when he became aware of what they were saying, he grew very thoughtful and sad."
sadness,"Because I am beginning to grow old, and had rather lie at my ease by the fire than run about the house after the mice, my mistress laid hold of me, and was going to drown me; and though I have been lucky enough to get away from her, I do not know what I am to live upon."""
joy,"""Oh,"" said the ass, ""by all means go with us to the great city; you are a good night singer, and may make your fortune as a musician."""
joy,"The cat was pleased with the thought, and joined the party."
joy,"""With all my heart,"" said the cock: so they all four went on jollily together."
surprise,"""Why, I see a table spread with all kinds of good things, and robbers sitting round it making merry."""
joy,"The coast once clear, our travellers soon sat down and dispatched what the robbers had left, with as much eagerness as if they had not expected to eat again for a month."
joy,"After this the robbers never dared to go back to the house; but the musicians were so pleased with their quarters that they took up their abode there; and there they are, I dare say, at this very day."
fear,"But whilst they were getting all ready, they heard the trampling of a horse at a distance, which so frightened them that they pushed their prisoner neck and shoulders together into a sack, and swung him up by a cord to the tree, where they left him dangling, and ran away."
surprise,"As soon as the man in the sack saw him passing under the tree, he cried out, ""Good morning! good morning to thee, my friend!"""
joy,"When the twelve princesses heard this they laughed heartily; and the eldest said, ""This fellow too might have done a wiser thing than lose his life in this way!"""
joy,"Then they rose up and opened their drawers and boxes, and took out all their fine clothes, and dressed themselves at the glass, and skipped about as if they were eager to begin dancing."
fear,"But the youngest said, ""I don""t know how it is, while you are so happy I feel very uneasy; I am sure some mischance will befall us."""
fear,"The soldier saw them going down through the trap-door one after another, the eldest leading the way; and thinking he had no time to lose, he jumped up, put on the cloak which the old woman had given him, and followed them; but in the middle of the stairs he trod on the gown of the youngest princess, and she cried out to her sisters, ""All is not right; someone took hold of my gown."""
fear,"Then the youngest daughter said again, ""I am sure all is not right--did not you hear that noise?"
fear,"And the soldier broke a branch from each; and every time there was a loud noise, which made the youngest sister tremble with fear; but the eldest still said, it was only the princes, who were crying for joy."
fear,"At this, too, the youngest sister was terribly frightened, but the eldest always silenced her."
sadness,"The son was in such trouble that he did not think what he was doing, and said: ""Yes, dear father, your will shall be done,"" and thereupon the king shut his eyes, and died."
sadness,"His first betrothed heard of this, and fretted so much about his faithfulness that she nearly died."
fear,"The king thought something had happened to his dear huntsman, ran up to him, wanted to help him, and drew his glove off."
joy,"Then his heart was so touched that he kissed her, and when she opened her eyes he said: ""You are mine, and I am yours, and no one in the world can alter that."""
joy,"The giant took the trunk on his shoulder, but the tailor seated himself on a branch, and the giant, who could not look round, had to carry away the whole tree, and the little tailor into the bargain: he behind, was quite merry and happy, and whistled the song: ""Three tailors rode forth from the gate,"" as if carrying the tree were child""s play."
fear,"But he did not venture to give him his dismissal, for he dreaded lest he should strike him and all his people dead, and place himself on the royal throne."
sadness,"His sons were very much grieved at their father""s sickness; and as they were walking together very mournfully in the garden of the palace, a little old man met them and asked what was the matter."
sadness,"They told him that their father was very ill, and that they were afraid nothing could save him."
fear,"Then he sprang from the couch dreadfully frightened, ran to the well, filled a cup that was standing by him full of water, and hastened to get away in time."
joy,"""He is still alive,"" said the huntsman; ""and I am glad that I had pity on him, but let him go in peace, and brought home his royal coat."""
joy,"At this the king was overwhelmed with joy, and made it known thoughout all his kingdom, that if his son would come back to his court he would forgive him."
joy,"So he journeyed on, thinking of her all the way, and rode so quickly that he did not even see what the road was made of, but went with his horse straight over it; and as he came to the gate it flew open, and the princess welcomed him with joy, and said he was her deliverer, and should now be her husband and lord of the kingdom."
joy,"And now the old king gathered together his court, and asked all his kingdom to come and celebrate the wedding of his son and the princess."
joy,"And young and old, noble and squire, gentle and simple, came at once on the summons; and among the rest came the friendly dwarf, with the sugarloaf hat, and a new scarlet cloak."
joy,"And all the good people they danced and they sung, And feasted and frolick""d I can""t tell how long."
joy,"But when he saw it he could not deny himself the pleasure of tasting it, so he cut of a little bit and put it into his mouth."
fear,In his trouble and fear he went down into the courtyard and took thought how to help himself out of his trouble.
sadness,"They were telling one another of all the places where they had been waddling about all the morning, and what good food they had found; and one said in a pitiful tone: ""Something lies heavy on my stomach; as I was eating in haste I swallowed a ring which lay under the queen""s window."""
joy,"They leapt with delight, put out their heads, and cried to him: ""We will remember you and repay you for saving us!"""
joy,"Then they came hopping up to it, satisfied their hunger, and cried: ""We will remember you--one good turn deserves another!"""
sadness,"All the people grieved for the handsome youth; then they went away, leaving him alone by the sea."
joy,Full of joy he took it to the king and expected that he would grant him the promised reward.
sadness,"The youth sat down in the garden and considered how it might be possible to perform this task, but he could think of nothing, and there he sat sorrowfully awaiting the break of day, when he should be led to death."
joy,"The youth, full of joy, set out homewards, and took the Golden Apple to the king""s beautiful daughter, who had now no more excuses left to make."
joy,"They cut the Apple of Life in two and ate it together; and then her heart became full of love for him, and they lived in undisturbed happiness to a great age."
